 51
 11  25511  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 12  25512  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 13  25513  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 14  25514  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 15  25515  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 16  25516  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 17  25517  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 18  25518  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 19  25519  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 20  25520  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 21  25521  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 22  25522  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 23  25523  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 24  25524  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 25  25525  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 26  25526  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 27  25527  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 28  25528  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 29  25529  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 30  25530  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 31  25531  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 32  25532  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 33  25533  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 34  25534  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 35  25535  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 36  25536  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 37  25537  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 38  25538  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 39  25539  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 40  25540  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 41  25541  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 42  25542  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 43  25543  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 44  25544  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 45  25545  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 46  25546  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 47  25547  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 48  25548  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 49  25549  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 50  25550  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
 51  25551  1  20.  20. 0. 0.08 0. 0. 0. 0. 0. 0.   0. 0. 0.00 2.00 0. 0. 0. 0. 0. 0.099   0. 0. 0. 0. 0. 0. 7. 0. 0. 0. 0. 0.
